Material Type,E (GPa),ν,ρ (kg/m³),Tensile Strength (MPa),Young’s Modulus,Altitude (m),Temperature (°C),Pressure (Pa),Operational Life (years),Wing Span (m),Fuselage Length (m),Structural Thickness (mm),Structural Shape,Load Distribution,Vibration Damping,Computational Time,Weight Efficiency,Durability,Quantum Algorithm Type,Number of Iterations,Optimization Time (sec)
Titanium,98.98609692431702,0.3497879572761305,2846.3715634561454,1206.0676752647596,74.2169437962935,17730.444488559784,-42.704273269890095,161905.09035316168,34,52.675123915299324,37.662125736937256,12.653889059725028,Rectangular,point load,High,Short,Good,High,Chaotic Quantum Genetic,634,145.33209330225165
Titanium,80.55784456890241,0.34976744997721654,3002.602605346025,1148.3674069036065,54.832538780004136,14987.596501108343,-59.163533778771864,174311.15305892937,30,59.12129669914463,41.16695530622888,10.715935978925739,Cylindrical,uniform,Moderate,Short,Good,Low,Shark Optimizer,900,144.84186373443015
Aluminum,117.95200255027571,0.32767764039637065,2330.819769711209,553.7367917305155,90.47971352613263,19486.52817290716,-54.61211019163627,195308.92606680357,32,49.46487274908121,55.539936400983045,12.230750280417084,Tapered,uniform,Moderate,Medium,Excellent,Medium,Chaotic Quantum Genetic,1369,139.42699771695612
Aluminum,155.8191615056037,0.31129332863287673,3161.7392868333454,922.1466928801116,67.17891880010666,16577.678484371798,-48.89323682062665,181673.77104873906,22,58.78346866123343,34.4539775040142,7.717805892580085,Rectangular,point load,Moderate,Short,Excellent,Low,Shark Optimizer,1271,86.86101488571046
Carbon Fiber,143.54675083662738,0.34174603205969084,3247.8831573619427,1476.9199519619747,76.7750227876111,11865.062747889351,-56.81522176851152,107849.6697591146,27,37.82242821368178,51.67286343541725,9.722605819991728,Rectangular,uniform,High,Long,Good,High,Shark Optimizer,718,145.23687533121898
Titanium,148.50909668570117,0.30608664114719525,3884.2686994343203,1393.2456312777863,77.17624864015906,8401.037170388068,-58.61992262154988,126779.1213749302,31,46.75099271250602,53.46373718528487,5.132143030452556,Cylindrical,point load,Low,Short,Good,Low,Shark Optimizer,797,80.20122112826833
Titanium,115.64807787707241,0.312168382931845,2269.4946797452067,1496.0900572156327,62.89137194278163,17516.761506200004,-42.558844475029815,117237.22246613717,20,25.779021282469074,66.6939981592844,10.931995698857497,Cylindrical,uniform,Moderate,Long,Excellent,Medium,Chaotic Quantum Genetic,1152,95.02410278716414
Carbon Fiber,152.19298113374987,0.30568797162727074,4029.6462356487896,715.818632174801,93.80331437640177,10520.244343647923,-48.03315757848352,111051.17602928143,25,35.443337956795276,67.80255919793285,11.907901225962206,Tapered,point load,High,Medium,Good,Low,Shark Optimizer,820,132.30481689652333
Aluminum,117.36002445868198,0.3466053116773562,3006.1978261623835,480.98426539834946,61.33734779684961,12989.479632856071,-42.00980007921311,130854.21620500425,31,20.986472780118888,62.58365570763588,11.90563308816559,Tapered,distributed,Moderate,Medium,Excellent,Medium,Chaotic Quantum Genetic,1539,128.69087941551788
Carbon Fiber,125.24371041457647,0.3133765263406588,3683.252965646017,1014.2799956809547,82.41606800718073,18236.592028240142,-41.40345922066663,115182.73614049428,37,26.054711379546106,66.3116976006136,11.899220672036083,Rectangular,distributed,High,Long,Excellent,Medium,Shark Optimizer,1522,55.32154775146428
Titanium,81.402076093447,0.31638075745070154,3532.958841127813,1391.7129968108009,94.40312171865794,8464.038664010153,-42.28975119641002,119832.19496737808,36,23.2637976347783,40.887992208532324,5.188763578838172,Cylindrical,point load,Moderate,Short,Poor,Low,Chaotic Quantum Genetic,1092,80.86598043542074
Titanium,55.97896636848175,0.32687086647948893,2427.3951908379286,1054.9460378899175,59.26838448613375,9363.247661704849,-56.90642121061366,169993.10115419654,24,27.56282087437862,52.3566153636087,12.13661289432569,Cylindrical,uniform,Low,Medium,Excellent,Medium,Shark Optimizer,1522,129.82292268067954
Titanium,181.4755039013556,0.33761911312864784,2529.2954311346416,532.2097956169976,87.36955621126728,15313.349255104666,-40.149003561025566,168685.08257364627,26,22.145418294281455,30.684717832413945,11.543812957604953,Cylindrical,uniform,Low,Long,Poor,High,Shark Optimizer,594,51.89795828363507
Aluminum,106.47674007376429,0.3239004228536562,2295.3590690990013,705.3597184965945,62.55961649880683,14826.358818312372,-48.31325985071068,125409.27772485602,23,26.87503151137357,55.76618939915603,8.521192075532527,Cylindrical,uniform,Moderate,Short,Excellent,Low,Shark Optimizer,1036,54.661268230527746
Carbon Fiber,112.79773948037523,0.3048648345978486,4062.0808391680516,619.8131697323777,97.60872566213848,12367.062895724015,-53.50037607230469,153441.8260105037,39,31.012928898847136,39.55234336953571,13.36562092599181,Rectangular,uniform,Low,Medium,Excellent,High,Chaotic Quantum Genetic,1012,100.59953325652282
Titanium,150.11706063756958,0.34414444111197534,4238.370089472764,1259.170797541669,73.67445196167145,11749.799603298728,-48.08308147277026,128124.36617500398,35,45.36454860814612,61.40523874868347,12.854248658142579,Rectangular,distributed,High,Medium,Poor,Medium,Chaotic Quantum Genetic,1830,114.71417920841427
